,No,Tweet,Comment,Domain,Label
4128,4129,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,nama juga wakanda kalo ada yang susah kenapa harus yang gampang smiley,Health,Pro Sarcasm
4129,4130,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,mang ribet,Health,Pro
4130,4131,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,kemaren dr cgk naik citilink sampe di bandara self check in print boarding pass masukin bagasi lanjut masuk gate ga ada validasivalidasi lagi kaya gin lagi di bth masih harus validasi foto tapi karna ga ada kendala dan cepat masuk ruang tunggu jadi ga gue masalah,Health,Contra
4131,4132,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,yg bikin panik tuh waktu hp mati pas landing harus siap ehac dan nunjukin barcodenya ke tugas bandara untung sama tugas bandara cuma suruh lihat kertas antigen aja lega banget keluar dr bandara ga bikin ribet,Health,Neutral
4132,4133,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,baru kemaren ngalamin emoji desember lalu udah muji masuk ke checkin cuma kasih liat tiket digital trus cuma dengan kasih ktp di counter chek in semua data tiket vaksin dan test swab lgsg muncul tambah mundur apa tambah maju ini emojiemoji,Health,Pro
4133,4134,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,btw sini ada yg tau ga cara dapet sertifikat di peduli lindung udah punya tapi ga muncul di app nya karena gue lupa tgl vaksin 12 dan lupa jenis vaksin karena udah lama,Health,Uncorrelated
4134,4135,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,wkwwk yak betooll dr jakarta nunjukin hasil swab dr aplikasi aja tugas satset tp pas balik ke jakarta kudu ngefoto hasil validasi dr komputer trus ditunjukin ke tugas baru bisa masuk oalah guyon,Health,Pro
4135,4136,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,dih kampung bgt masa bandara di stasiun aja udh langsung auto ke sync kok semua data hasil antigen cm tinggl tunjukin ktp dia udh tau hasil periksa atau,Health,Pro
4136,4137,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,lama proses adm msh ada fotokopi smua advanced terms yg dipake org2 itu hanya buzzwords semata meaningless jadi di gw wkt vaksin 1 ga bawa fc ktp gada tempat fc gw gabisa vaksin wtf data gw di peduli lindung udh ada bahkan muncul gw panggil dari sistem mrk,Health,Pro
4137,4138,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,sy hampir tiap minggu terbang dr terminal 3 klo gak foto hasil verifikasi di pintu masuk maka saat cek in kt tunjuk pedlin trs di tikel tulis valok jk self cek in maka pas mau masuk pintu ikut suruh tunjuk pedlin so aman2 aja tuh btw sy pke garuda sih,Health,Contra
4138,4139,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,bandara di lombok gitu udah gue tunjukin hasil antigen di pedulilindungi terus di scan gue malah suruh foto layar komputer buat ditunjukin ke tugas bandara pas check in pas kemaren januari akhir terbang lewat cgk ga gitu sistem cukup lampirin bukti antigen beres,Health,Pro
4139,4140,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,aplikasi ini buat apa jadi,Health,Pro
4140,4141,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,nov lalu dari bal ke jkt juga gin wkwk kayak hah di foto terus nunjukin foto,Health,Pro
4141,4142,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,mention kayak masih lebih canggih kai ya emoji,Health,Neutral
4142,4143,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,november kemarin ke jakarta ngalamin ini bareng ortu yang sbnrnya kerepot kalo harus buka hape buka kamera buka peduli lindung sambil masih bawa print hasil pcr dan eticket sampe jakarta juga ehac ngga cek sama sekali bahkan kesan gada guna juga ngisi ehac,Health,Pro
4143,4144,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,mau nanya dong maaf oot kalian yang udah flight minggu ini dan udah vaksin 2 kali pakenya pcr atau antigen guys,Health,Uncorrelated
4144,4145,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,antigen ga connect peduli lindung kata klinik app nya eror nunjukin pdf ga boleh hrs print ngeprint di isolop bandara hitam putih lembar 10k emoji,Health,Neutral
4145,4146,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,seperti soal ini lebih simpel naik kereta api kita nunjukin tiket otomatis muncul di komputer tugas data sudah vaksin dan pcrantigen emojiemoji,Health,Pro
4146,4147,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,padahal gw uda swab megang hasil print nya negatip tp di aplikasu tdk masuk kesssel aing kan ya mana pen boker kejar waktu pulak ribet gw lempar aja hasil test gw yg negatip dg susah payah ngerogoh tas dalem2 gak guna kadang malah bikin ribet doang,Health,Pro
4147,4148,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,aku kmrn di scan qr kok mungkin blm semua bandara,Health,Contra
4148,4149,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,kemaren waktu di t2 soetta bingung nyari2 tempat validasi di mana eh nyata langsung di counter check in nya ya untuk ini kek masalah di bandara non soetta aku mikir juga kan harus data itu integrasi ngapain masih harus difotofoto,Health,Pro
4149,4150,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,bsk bsk habis foto foto harus di print dulu scr warna 3 kali di kertas hvs 70 gr trs di tunjukkin ke mbak sambil nunjukkin mbak jangan lupa di foto buat bukti klo kita udh nujukkin bukti nunjukkin hrs beri di pintu masuk selamat datang pesawat,Health,Neutral
4150,4151,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,buat yang gatau pukimak itu apa,Health,Uncorrelated
4151,4152,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,disuru moto layak terbang wkwk knp ga waktu checkin sekali gitu,Health,Pro
4152,4153,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,ktp aja kudu fotokopi dengan sistem peduli lindung yang cukup canggih jadi curiga kalau lama ini bukan ga bs bikin sistem duduk full online ktp dukcapil dll tp sengaja dbuat offline kenapa ya saya gatau lah ya lalala,Health,Pro
4153,4154,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,sbg mantan admission rapid testpcr arah dri klinik nya juga begitu jga mas smiley soal kdg ada bbrapa org yg di peduli lindung blm munculerror pdhal dia udh rapidswab jdi sbgai ganti foto di monitor nya buat ditunjukin ke org yg di bandara ya gimana ya,Health,Contra
4154,4155,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,bagus kereta api anjir udah sinkron sama data vaksin,Health,Pro
4155,4156,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,alam ku kmrn yg dari pulau jawa mo keluar gin sih atur kmrn flight dari jogja dan solo tapi pas flight dari sumatera ga ada kayak gitu kayak biasa aja bisa lgsg check in,Health,Neutral
4156,4157,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,izin mungkin ini masalah server saja beberapa minggu lalu saya ke jakarta tidak ada perlu validasi manual lagi cukup tunjuk aplikasi peduli lindung yg cantum hasil rapid moga masalah cepat selesai tapi saya cukuo bangga dengan peduli lindung sekarang,Health,Contra
4157,4158,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,nah bener banget ni pikir gue ribet banget ni sistem jam 3 pagi di soehat antri panjang bet karena gada damping banyak yg awam ama urut sistem yg gajelas kek gin bahkan gue yg sering flight pun tetep kadang masih tanya sana sini pas di bandara,Health,Pro
4158,4159,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,arti teknologi sudah depan mata sdmnya yang masih dimatakaki emoji saya booster ke 3 bulan 1 semua serba otomatis tanpa bawa fotokopi ktpvaksin 2 datang tunjukin einvitation scan barcode langsung cuss spt drive thru dan gak antri babar blass jempol panitia,Health,Pro Sarcasm
4159,4160,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,wah ini jadi pas landing ke smb ii suruh bikin ehac dan di scan sama pegawai buat keluar bandara bukan maskapai ntah pegawai apa itu padahal udah pernah landing di batam jkt dan padang dan gapernah suruh bikin itu benerbener ribet sih,Health,Pro
4160,4161,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,laahh jangan sistem nasional gin gue baru dari rs yang cukup baru dan canggih orang administrasi beda meja padahal belah aja ga sinkron satu bilang bisa satu bilang gabisa bukan salah sistem memang mampu rakyat yang belum siap,Health,Pro
4161,4162,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,sekarang gitu yah saya kemaren ke cgk cuman liatin aja dari hp dan bisa lewat mungkin ini banyak celah seperti di ss aja hasil testnya yg lama trus tunjukin kilas bisa lewat tp masih banyak metode yg lebih maju daripada foto sih emoji,Health,Pro
4162,4163,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,alam di bandara hasanuddin nih kirain cuman validasi aja sdh ok langsung saya tinggal nyata hasil hrs foto ditunjukin pas mo masuk dan pas check in di bandara soetta t2 pake mesin check in langsung tau layak terbang atau tidak ngga perlu pamer2 hape,Health,Pro
4163,4164,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,jauh ini naik dari bandara syamsudin noor sama dari bandara achmad yani sama2 mesti validasi dulu belum masuk gate check in jadi hasil antigen di pedulilindungi gak liat krna udah ada terang divalidasinya terus juga cuma nunjukin foto validasi sama ktp aja sih,Health,Neutral
4164,4165,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,akhir thn lalu flight ke batam jg begini udh gue foto tuh layar tp gak dipake buat apa2 foto dlm hati mbatin ni buat apa suu foto2 layar wkwk mana lumayan ngantri trs pas ke bandung naik kereta malah gak tanya pcr peduli lindung pdhl w pcr bayar 275rbemoji,Health,Pro
4165,4166,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,trs pas ke bandung naik kereta malah gak tanya pcr peduli lindung pdhl w pcr bayar 275rbemojikemaren pas libur natal pas dari bandara pku cukup nunjukkin hasil swab di peduli lindung ga butuh hard copy nya bekal alam sebut pas balik dari yia aku ga ngeprint eh gataunya di yia mas cek manual kena deh ngeprint 5rb di bandara pku 1 0 yia,Health,Pro
4166,4167,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,emng aneh bgt gw emng salah kagak baca dulu karna harus di foto gw langsng ke tmpt checkin terus di suruh balik lg di suruh foto kalau udah checkin foto padahal dah jelas di ehac pedulilindugi ada tuju mana dll gw jadi mikir kan ngapain ngisi ehac kalo gitu,Health,Pro
4167,4168,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,gua kemarin flight naik air asia hasil tes gapernah ditanyain terus pas tempat cek peduli lindung hp gua lagi lot suruh keluar aja sama tugas dan banyak yang gak ikut scan juga,Health,Contra
4168,4169,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,saya rasa hal ini beberapa minggu lalu protes ke mas2 jaga hanya jawab memang gin atur hayoo siapa yg bikin atur ini mention mention mention bukan hanya di 1 airport lho ini digitalisasi itu mudah bukan susah,Health,Pro
4169,4170,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,era digitalisasi fc ktp dan fc lain masih dipake jadi agak ga guna ektp dan kartu elektronik lain beberapa mungkin bisa jadi bisa karena alat dan sistem yg kurang pada batas jaring dan sarana tunjang lain atau bisa jg tugas yg malas,Health,Neutral
4170,4171,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,permisi kakakkakak mungkin tau kenapa di peduli lindung sertf vaksin saya cuma daftar untuk vaksin pertama padahal tgl dan wktu di sertif itu pas saya vaksin dua btw sini posisi kertas vaksin ilang tolong bantu ya maaf kalo keti gajelas gemetar ini,Health,Uncorrelated
4171,4172,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,se alam saya akan lebih gampang kalau guna mobile check in web check in dari tiap2 maskapai nanti boleh atau tidak terbang langsung muncul kalau ada bagasi tinggal drop bagasi pas mau print boarding pass cgkknocgk,Health,Uncorrelated
4172,4173,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,sampai sekarang aplikasi peduli lindung ku kalau scan hasil selalu merah pdhl aku dah vaksin info di akun peduli lindung ku ada 2 nama apa itu pengaruh n bisa hambat nanti tolong info buat yg tau,Health,Uncorrelated
4173,4174,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,iya bangetdi bberpa bndra di kota besar selain soetta beginihsil foto tlisan layak terbang ditunjukin di counter check indi soettaklo hsil swab udh msuk peduli lindung bisa lgsg check inyg hrs validasi2 yg hasil swabnya ga link peduli lindung alam aku sihhehe,Health,Pro
4174,4175,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,gw 3 minggu lalu flight dari soetta dan kualanamu udh ga pake validasi di mesin kalo dulu sekitar bulan oktober sih masih harus pake validasi di mesin di soetta dan juanda,Health,Neutral
4175,4176,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,bandara di jawa timur yahh sy jg ngalaminn minggu kmrn dan kalo pagi sampe jam 10 kata sistem eror jd hrs antri validasi manual ini anehhh trs buat apa ada peduli lindung yg data sdh masuk emojiemojiemoji,Health,Pro
4176,4177,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,kemarin di mention peduli lindung lgi ganggu server kata dari tugas swab udah ada kartu barcode yg tinggal discan hasil muncul tapi tugas cek in ttp minta prin dan validasi cap stempel dulu prin di tempat wrap rp 2500 lembar yg antri banyak apa itu 40,Health,Pro Sarcasm
4177,4178,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,bandara surabaya tadi mikir gitu sama dg status layak terbang di apk peduli lindung tp gak bisa pakai itu mungkin takut ada edit gambar status layak terbang kalo bentuk jpg screenshot,Health,Contra
4178,4179,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,canggih kai brati yak beli tiket otomatis cek nik udah daftar vaksin bom swab di beberapa stasiun udah langsung konek ke pedulilindungi jadi waktu masuk ga ribets,Health,Neutral
4179,4180,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,masasih masih harus perlu dijelasin soal user journey map yak ckckckck,Health,Uncorrelated
4180,4181,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,pertama kali mau naik pesawat lagi telah lahir rasa seperti ini apalagi kemarin bawa anak kecil mana bandara hasanuddin direnov jadi makin susah hasil pcr harus diprint dan divalidasi apalagi untuk anak kecil emoji,Health,Pro
4181,4182,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,minggu lalu sy trbang dr lampung ke jkt tdk sprti ini loh data di pl sudah trsinkronisasi tiket psawat jd tdk prlu lagi validasi atau sjenisny smntara utk mreka yg hasil tes antigenpcr nya tdk trhubung ke pl dminta utk validasi ke ptugas ehac tdk sampai 5 menit slesai,Health,Contra
4182,4183,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,wkwkwk orang ngurus surat nikah juga ribetnya tengah mampus pdhl cuman buat wali doang harus bisa urus kua sesuai dom eh minta harus sesuai ktp ya kalo sehat mah bisa dateng juga anjir emang masih jauhh kita kalo mau metaverse tai ledig,Health,Pro
4183,4184,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,same here bang alam nih pas waktu di bandara palembang aku ngebatin aja sih kan udah ada app pedulilindungi knp ga di validasinya lewat app tsb ooh mungkin slogan knp harus pake cara yg praktis kalau masih ada cara yg njelimet nangezz emoji,Health,Pro
4184,4185,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,lu turun di bandara hasanuddin malah suruh isi formulir cara tulis malah bikin kerumuna tumpang dari selurih wilayah karna ngantri,Health,Pro
4185,4186,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,sabtu lalu di cgk gw ga di cek hasil pcr atau aplikasi pedulilindungi loh lolos aja gitu masuk sampe pesawat bahkan tiket kertas juga ga pake dengan catat uda check in via web dan uda masukin no ktp di mesin self check in dgn hasil layak ya,Health,Contra
4186,4187,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,ini konyol asli ibarat ktp udah digital suruh print supaya manual trus hasil print nya foto biar digital wkwkwkwkwkwk,Health,Pro
4187,4188,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,akhir januari flight dari cgk sih cuma dari peduli lindung aja pas di kualanamu suruh kayak gin nih validasi di pc mana ngantri pcnya satu doang yg bisa emoji,Health,Pro
4188,4189,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,ngerasain bgt flight pagi trs bandara buka lama bgttt pas udh mau msk tmpt checkin eh suruh balik krn blm validasi dan ngefoto smiley panik dan cape bgt jalan jauh bolak balik gitu sksksk,Health,Pro
4189,4190,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,bener banget nih gw ngalamin kek gin rasa ken ngakak tapi takut dosa,Health,Pro
4190,4191,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,kalo bisa sulit kenapa mudah entah karena blm siap cara teknologi atau bisa karena kkn itu kenapa cara zaman jahiliyah masih aja ada,Health,Pro Sarcasm
4191,4192,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,apa kabar temen gw yg mau masuk mall buat kerja tp gabisa krna status masih positif padahal positif udh dr bulan lalu nunjukin hasil pcr gabole kata pdhal aplikasi lg eror parah emojiemojiemoji,Health,Uncorrelated
4192,4193,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,kapan hari saya rep salah satu twit inti sdh 2022 mau ngurus administrasi apa dari tingkat desa sampe kota apa2 suruh fotocopy ektp guna buat apa harus data sudah ada di pc masih suruh fc taik,Health,Pro
4193,4194,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,mending kalo harus validasi laah saya sama sekali gak periksa hasil pcr sama swab antigen asyuuu buang2 duit aja,Health,Neutral
4194,4195,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,jgn jauh2klo ke camat masih di minta e ktpe panjang apa ya eh qta masih kuno cuman liat nya aja udah modern,Health,Pro
